customer_tweet_id,brand_tweet_id,customer_author_id,customer_text,brand_response,customer_created_at,brand_created_at,customer_response_tweet_id,brand_in_response_to,silver_intent
4957,4955,116877,"I swear Amazon are trying to annoy me, I've just ordered another package and had a shipped to wrong carrier facility message again and my order may be delayed. 1st echo dot and then 3 packages lost and now another echo dot possibly delayed.","@116877 I'm sorry for the ongoing trouble with your deliveries! Have you had a chance to contact us about this: https://t.co/JzP7hlA23B? If so, what information or options were we able to offer? ^SB",Sun Nov 26 00:20:16 +0000 2017,Sun Nov 26 00:27:57 +0000 2017,4955,4957,product_device_issue
4956,4958,116877,@AmazonHelp I have no option but to see if my delivery arrives on the scheduled date. But I will contact customer services if it doesn't arrive on time.,@116877 Thanks for the additional information. Keep us posted on the arrival of your packages! Let us know if you have any further questions. ^SW,Sun Nov 26 00:54:28 +0000 2017,Sun Nov 26 01:06:26 +0000 2017,4958,4956,customer_service_complaint
5117,5116,116912,"@AmazonHelp I would like it replaced not refunded. But the sale is over, and doesn’t look like you have it in stock at the site. What are my other options?","@116912 Thanks for reaching back out to us! If your item is not eligible for replacement, you can still return the item for a full refund instead. You can view your replacement and/or return options here: https://t.co/TGLNUK2VHy ^BN",Sun Nov 26 00:21:42 +0000 2017,Sun Nov 26 00:27:27 +0000 2017,5116,5117,return_refund_replacement
5128,5126,116914,"@AmazonHelp AMZL US Tracking ID TBA566517950000 it says delivered to mail room, I checked the mail and the front offce, the driver listed 1 package, in that one package was my XLR cables...I'm missing the controller.","@116914 I understand your frustration! Our team would like a chance to address this concern. At your convenience, include your details here: https://t.co/hKZOmv3DMU ^SJ",Sun Nov 26 00:17:31 +0000 2017,Sun Nov 26 00:24:37 +0000 2017,5126,5128,order_status_tracking
5127,5129,116914,@AmazonHelp And you guys have officially lost me as a customer. Was promised today...was never shipped. Give me my refund please so I may take my business else where. https://t.co/69tW0B5r9H,@116914 I'm truly sorry for the inconvenience! We don't have access to your account via Twitter. We'd like to help if we can. Please connect with us here so we can assist you: https://t.co/hApLpMlfHN ^MO,Wed Nov 29 05:56:23 +0000 2017,Wed Nov 29 06:03:00 +0000 2017,5129,5127,return_refund_replacement
5131,5130,116914,"@115821 the more I order from you guys, the more I'm going to stop being a customer....YOUR DRIVERS ARE USELESS. Once again they marked a package delivered when it clearly wasn't. I received one of two packages, yet they were both marked delivered. 3 times in 1 month! https://t.co/9UYVHPVWtE","@116914 I'm so sorry to hear your order was scanned as delivered when it wasn't. We'd like to help if we can. Just to confirm, who's the carrier shown on your order here: https://t.co/wBHsNpkyQZ? ^CC",Sat Nov 25 22:53:46 +0000 2017,Sun Nov 26 00:09:00 +0000 2017,5130,5131,delivery
5133,5135,116915,"@AmazonHelp No, I can't check. It shows nothing. And customer service rep was NO help.","@116915 If you would like to contact our support team via phone, please give us a call so we can review these details with you: 1-866-216-1072. ^WM",Sun Nov 26 00:26:52 +0000 2017,Sun Nov 26 00:31:00 +0000 2017,5135,5133,customer_service_complaint
5284,5286,116923,@AmazonHelp I’m looking to reroute all my packages (except 1) to a nearby Amazon locker. I’ll DM you now :),@116923 Thanks for the information. We've responded to your DM. ^GG,Sun Nov 26 00:31:15 +0000 2017,Sun Nov 26 00:46:00 +0000 2017,5286,5284,shipping_delivery_options
5298,5297,116927,Que hueva tendré que veré vaselina por Amazon prime video. Obvio me pasan una lana por promocionar prime video @116928,@116927 Hola Val Damon. Puedes hacer una prueba gratuita de Prime Video si nunca lo has usado. Accesa este enlace:  https://t.co/Ce2tgqK8PV   ^JJ,Sun Nov 26 00:15:04 +0000 2017,Sun Nov 26 00:18:28 +0000 2017,5297,5298,product_device_issue
5304,5303,116931,"I have 2 echos and set up multi room music playback. How do you switch back and forth between multi room audio and playing on only one? Sometimes I like whole house, sometimes I don't want to wake up my wife.
@115833 #echo #alexa","@116931 Please try asking Alexa to stop playing your music, and then ask her to play your music again, but without referencing the ""Multi-Room Music group"" you were previously using: https://t.co/gR1MEFl0If ^JR",Sat Nov 25 23:59:44 +0000 2017,Sun Nov 26 00:16:00 +0000 2017,"5303,5305",5304,product_device_issue
5312,5311,116932,"@AmazonHelp Still not working.  They sent me a link to reset the password, try and sign in with new password and still locked out.",@116932 Did information get sent to our Accounts Specialists to look into when you contacted in? ^DO,Sat Nov 25 23:42:41 +0000 2017,Sat Nov 25 23:45:03 +0000 2017,5311,5312,account_access
5315,5313,116932,@AmazonHelp Someone keeps trying to buy playstation cards on my account.  Having a hard time getting customer service,"@116932 Thanks for letting us know about this, Jon. We're here to help! We can be reached 24/7 here: https://t.co/hApLpMlfHN. Please do keep us in the loop. ^BL",Sat Nov 25 14:48:43 +0000 2017,Sat Nov 25 14:53:26 +0000 2017,5313,5315,customer_service_complaint
5327,5329,116936,@AmazonHelp But why has every item got  3+ days processing time when it's usually next day,@116936 Some deliveries may take slightly longer than usual. You can read more information on here: https://t.co/VrNzEOwawt ^KI,Sun Nov 26 09:54:28 +0000 2017,Sun Nov 26 10:01:53 +0000 2017,5329,5327,shipping_delivery_options
5789,5788,117088,"@115850 I have stopped ordering from your site, Amazon courier guys are very rude. I have given similar complaints to u no of tyms.",@117088 Please share your details here: https://t.co/GIJyeYqKE0 and I'll get in touch with you. 2/2 ^HD,Tue Oct 31 23:38:29 +0000 2017,Tue Oct 31 23:41:00 +0000 2017,"5788,5790",5789,customer_service_complaint
5789,5790,117088,"@115850 I have stopped ordering from your site, Amazon courier guys are very rude. I have given similar complaints to u no of tyms.",@117088 Apologies for this unpleasant experience. I'd like to take a closer look. 1/2 ^HD,Tue Oct 31 23:38:29 +0000 2017,Tue Oct 31 23:40:30 +0000 2017,"5788,5790",5789,customer_service_complaint
6963,6964,117198,"@AmazonHelp Thank you. Spoke with customer service who was very nice &amp; helpful &amp; put me straight through to a Competent logistics person who documented issue, researched my acct &amp; was going to contact delivery Svc directly to ensure procedures followed. Time will tell. Thank you.",@117198 You're welcome. Reach out again if you have questions in the future. We're here to help. ^JF,Sun Nov 19 20:26:07 +0000 2017,Sun Nov 19 20:29:36 +0000 2017,6964,6963,customer_service_complaint
8511,8510,117493,@AmazonHelp UPS supposed to pick up a return package yesterday and bring return label... never showed.,"@117493 I'm sorry your package wasn't picked up! When you have a moment, reach out to us here: https://t.co/EKXRLsnxJu ^AC",Tue Oct 31 23:52:35 +0000 2017,Tue Oct 31 23:56:29 +0000 2017,8510,8511,return_refund_replacement
8524,8523,117497,@AmazonHelp my original echo some time say things without asking here anything ! This is really wired and creepy and scary!!,"@117497 Hmm, that's strange! Try going to Settings and reviewing your history. From here, you can see what prompted your Echo. ^FD",Tue Oct 31 23:43:44 +0000 2017,Tue Oct 31 23:49:32 +0000 2017,8523,8524,product_device_issue
8531,8533,117498,@AmazonHelp Okay....what information do you need to be able to help then???,"@117498 Hi, is the book listed as sold or fulfilled by Amazon? If so, please get in touch with us via the link ^GM provided. ^TS",Wed Nov 01 08:55:01 +0000 2017,Wed Nov 01 09:11:57 +0000 2017,8533,8531,information_general
9125,9122,117632,@AmazonHelp I'm UK based. Are the contact details the same?,@117632 Sorry! Try this one instead: https://t.co/JzP7hlA23B ^TR,Wed Nov 01 00:11:46 +0000 2017,Wed Nov 01 00:13:31 +0000 2017,9122,9125,order_status_tracking
9123,9126,117632,@AmazonHelp Hello? So how do I contact someone if I can't log in?! I'm really concerned about what is happening with my acct and who has access to it!,@117632 Hi Emma. I understand. You can use this link (which doesn't require a log in) to get in touch: https://t.co/zYVX1Qi29G ^DC,Wed Nov 01 07:28:02 +0000 2017,Wed Nov 01 07:41:27 +0000 2017,9126,9123,account_access
9767,9764,117789,"Worst experience in shopping no product no refund , been 40 days. F&amp;@694 it @115821",@117789 Please report this to our support team here: https://t.co/TdDksLo6Mf and we'll look into this. 2/2 ^HD,Wed Nov 01 00:20:08 +0000 2017,Wed Nov 01 00:27:55 +0000 2017,"9764,9778",9767,return_refund_replacement
9766,9769,117789,@AmazonHelp What support team are you talking about ? I called twice n they make it sound like they will graciously refund my money. But then nothing,"@117789 Sorry for this ordeal, Benish. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get in touch with you. ^HD",Wed Nov 01 00:29:41 +0000 2017,Wed Nov 01 00:33:00 +0000 2017,9769,9766,return_refund_replacement
9770,9771,117789,@AmazonHelp I have had the hassle to provide my concern on the given link twice and it’s a pain. Use the details I already mentioned. I m not doing it,@117789 Please share your details from the link provided for us to look into your concern and assist you further. (2/2) ^SV,Wed Nov 01 00:39:33 +0000 2017,Wed Nov 01 00:52:00 +0000 2017,"9771,9772",9770,order_status_tracking
9770,9772,117789,@AmazonHelp I have had the hassle to provide my concern on the given link twice and it’s a pain. Use the details I already mentioned. I m not doing it,"@117789 I get your concern, Benish. As this is a public platform, we wouldn't be able to check your order/account related info. (1/2)^SV",Wed Nov 01 00:39:33 +0000 2017,Wed Nov 01 00:51:28 +0000 2017,"9771,9772",9770,order_status_tracking
9773,9774,117789,@AmazonHelp Incredible! I shouldn’t post my details here Coz it’s public. While you can’t access it being in Amazon! Are you kidding me ?,@117789 We haven't received your details. Kindly share your details here: https://t.co/JzRdscmdH9 and I'll get in touch soon. ^AK,Wed Nov 01 02:22:16 +0000 2017,Wed Nov 01 02:50:01 +0000 2017,9774,9773,order_status_tracking
9767,9778,117789,"Worst experience in shopping no product no refund , been 40 days. F&amp;@694 it @115821","@117789 Apologies for the delay in delivery of your order, Benish. We'd like to take a closer look. 1/2 ^HD",Wed Nov 01 00:20:08 +0000 2017,Wed Nov 01 00:27:26 +0000 2017,"9764,9778",9767,return_refund_replacement
9781,9779,117790,"I seem to have bad luck in trying to get undamaged books from @115821. Sometimes it's damaged in delivery, but this one was packed this way. https://t.co/HnwtSE7e31","@117790 I'm sorry about the damage, Raymond! Have you explored options for refund/replacement here: https://t.co/Y5jpI9gRhE? ^SH",Wed Nov 01 00:14:56 +0000 2017,Wed Nov 01 00:25:32 +0000 2017,9779,9781,return_refund_replacement
9780,9782,117790,@AmazonHelp I've returned several things lately and don't want Amazon to think I'm abusing the return policy.,@117790 I understand! Returns can be made as long as they fall under this policy: https://t.co/i3QyGkjfQI. Hope this helps! ^BL,Wed Nov 01 00:31:20 +0000 2017,Wed Nov 01 00:43:03 +0000 2017,9782,9780,return_refund_replacement
9784,9783,117791,"@115821 , #fake I phone 7 received from amazon , India - order ID: amazon India has refused to replace @115850 pictures attach herewith. https://t.co/iYmtFWzE6o","@117791 Please don't provide your details, we consider it personal information. Our Twitter page is visible to public. 2/2 ^MK",Wed Nov 01 00:20:46 +0000 2017,Wed Nov 01 00:25:05 +0000 2017,"9783,9785",9784,return_refund_replacement
9784,9785,117791,"@115821 , #fake I phone 7 received from amazon , India - order ID: amazon India has refused to replace @115850 pictures attach herewith. https://t.co/iYmtFWzE6o",@117791 We've emailed you in response to the details you shared earlier. Please reply on the same for further assistance. 1/2 ^MK,Wed Nov 01 00:20:46 +0000 2017,Wed Nov 01 00:24:26 +0000 2017,"9783,9785",9784,return_refund_replacement
9788,9787,117792,@115833 please teach Alexa slang. I've been trying to play Momentz by gorillaz for the last 30 minutes.,@117792 We are always looking for ways to improve! You can provide your feedback to our developers here: https://t.co/XD4MGgu8XV ^EA,Tue Oct 31 23:39:31 +0000 2017,Wed Nov 01 00:22:56 +0000 2017,9787,9788,product_device_issue
9794,9793,117794,I was incredibly disappointed with my customer service call w @117795 after my order was 2x delayed and lost.,@117794 I'm sorry for the bad experience! What options did we offer on the phone? ^TN,Wed Nov 01 00:12:17 +0000 2017,Wed Nov 01 00:21:35 +0000 2017,9793,9794,customer_service_complaint
9796,9795,117796,The reliability of @115821 2 Day Prime is hitting an all time low. Not sure what is going on over there.,"@117796 I'm sorry for any trouble, Chris! We're here to help. Are you having trouble with a specific order? ^BL",Wed Nov 01 00:17:29 +0000 2017,Wed Nov 01 00:21:00 +0000 2017,9795,9796,information_general
9804,9805,117791,@AmazonHelp I have filled the details,"@117791 If you've shared your details in the link, we'll check and get back to you with an update soon. ^MK",Wed Nov 01 00:37:25 +0000 2017,Wed Nov 01 00:39:52 +0000 2017,9805,9804,order_status_tracking
9807,9806,117791,"@115821 , #fake I phone 7 received from amazon , order India - order ID: 171-8960684-6076325, amazon India has refused to replace @115850 https://t.co/iHDriblZw9",@117791 Sorry for the trouble with the order. We've emailed you here: https://t.co/DhLEO2IzjY Kindly check and respond. Please 1/2,Fri Oct 27 05:26:32 +0000 2017,Fri Oct 27 05:32:31 +0000 2017,"9808,9806",9807,return_refund_replacement
9810,9809,117798,@AmazonHelp Was sent this item in 6x9 size. Trying to return &amp; UPS did not show up today. I'd keep item if I could get refund for price difference. https://t.co/G1a6por32Z,@117798 We would like to investigate further with you. Please reach out to us at your convenience: https://t.co/hApLpMlfHN ^JP,Wed Nov 01 00:12:14 +0000 2017,Wed Nov 01 00:20:00 +0000 2017,"9809,9811",9810,return_refund_replacement
9825,9824,117803,"Hey @117804, é possível sincronizar minha conta do @695 para ler no Kindle?","@117803 Olá, Tiago. Atualmente essa opção não está disponível. Qualquer novidade será anunciada no nosso site e redes sociais. ^CR",Wed Nov 01 00:09:24 +0000 2017,Wed Nov 01 00:14:34 +0000 2017,9824,9825,product_device_issue
9955,9954,117845,"@AmazonHelp amazon just doesn’t seem to get it together, poor customer service, warranty is a scam",@117845 Sorry to hear you're having issues with your Fire tablet. Seems to be a bit of an issue with the link above. Please provide info here: https://t.co/R55eEQwSEs so we can look into this for you. ^ES,Wed Nov 22 11:43:32 +0000 2017,Wed Nov 22 11:58:32 +0000 2017,9954,9955,customer_service_complaint
9957,9956,117845,"@AmazonHelp I was on the phone for an hour; kids fire tablet not working , warranty is a lie and your agents are rude.",@117845 I'm sorry for this poor experience. We'd like to look into this. Please pass your details to us here: https://t.co/vQp02VsuI4 ^RR,Wed Nov 22 01:11:59 +0000 2017,Wed Nov 22 01:15:00 +0000 2017,9956,9957,product_device_issue
9959,9958,117845,@116935 worst customer service; got hung up on twice,@117845 I'm so sorry we've let you down; that's never our intent! We'd like to take a closer look into this and explore options with you. Please reach us by phone or chat when you have a moment for direct assistance:  https://t.co/hApLpMlfHN ^LL,Wed Nov 22 01:03:54 +0000 2017,Wed Nov 22 01:07:00 +0000 2017,9958,9959,customer_service_complaint
10626,10625,117945,@117634 I love my new Kindle Oasis! Please tell me that immersion reading will be added in a future update?!,@117945 I'm glad you're enjoying the Oasis! You're welcome to send us feedback with this e-mail: __email__. ^SJ,Wed Nov 01 00:25:14 +0000 2017,Wed Nov 01 00:44:01 +0000 2017,10625,10626,product_device_issue
10647,10646,117950,"@115821 paid for next day delivery.. had it confirmed and alas, no package #nothappy","@117950 I'm so sorry for the wait. If you have a moment, please contact us by chat or phone: https://t.co/JzP7hlA23B. ^LH",Wed Nov 01 00:13:20 +0000 2017,Wed Nov 01 00:39:00 +0000 2017,"10646,10648",10647,shipping_delivery_options
10656,10654,117953,E já estou desesperada achando que não vai dar tempo da @117086 entregar o terceiro livro antes de eu teminar esse.,@117953 Oi Juliana. Qual é a data de entrega do seu pedido? 🤔 ^JJ,Wed Nov 01 00:29:05 +0000 2017,Wed Nov 01 00:34:00 +0000 2017,10654,10656,payment_billing
10658,10657,117954,"@117093 Hey yall. Why is my checkout not working? I click ""checkout with fresh"" and it takes me to an error page. What's the deal?",@117954 I'm sorry to hear about the trouble. We'd like to take a closer look into this for you here: https://t.co/hApLpMlfHN ^LI,Wed Nov 01 00:25:27 +0000 2017,Wed Nov 01 00:34:00 +0000 2017,10657,10658,product_device_issue
10664,10663,117957,@AmazonHelp @115766 Can I get a confirmation that it will ship tomorrow?,@117957 We always strive to get your order to you at the stated expected delivery time that is stated at the time of checkout ^CH,Wed Nov 01 00:19:10 +0000 2017,Wed Nov 01 00:30:15 +0000 2017,10663,10664,shipping_delivery_options
